timestamp,round,key,value,old_prior,new_prior,reward,alpha,mode,exp_prior,sample_prior
2025-09-11T01:02:18.292291,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.135338,0.146865,0.251,0.1,ema,-,-
2025-09-11T01:02:54.320440,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.118930,0.131941,0.249,0.1,ema,-,-
2025-09-11T01:04:03.833382,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTConnectkConfigDefault,0.102727,0.183038,0.906,0.1,ema,-,-
2025-09-11T01:06:15.436686,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTkConfigDefault,0.081506,0.141788,0.684,0.1,ema,-,-
2025-09-11T01:06:52.017453,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",LBKPIECEkConfigDefault,0.064060,0.082612,0.250,0.1,ema,-,-
2025-09-11T01:07:30.022344,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",ESTkConfigDefault,0.056604,0.074701,0.238,0.1,ema,-,-
2025-09-11T01:07:30.023128,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMkConfigDefault,0.055598,0.119650,0.696,0.1,ema,-,-
2025-09-11T01:09:43.744397,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMstarkConfigDefault,0.052251,0.113341,0.663,0.1,ema,-,-
2025-09-11T01:10:24.384401,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.049243,0.064318,0.200,0.1,ema,-,-
2025-09-11T01:11:00.382140,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTstarkConfigDefault,0.048511,0.068582,0.249,0.1,ema,-,-
2025-09-11T01:12:11.418078,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",SBLkConfigDefault,0.047557,0.134774,0.920,0.1,ema,-,-
2025-09-11T01:14:14.500732,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",TRRTkConfigDefault,0.043742,0.112750,0.734,0.1,ema,-,-
2025-09-11T01:14:52.917606,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTConnectkConfigDefault,0.113412,0.127108,0.250,0.1,ema,-,-
2025-09-11T01:17:20.320965,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",SBLkConfigDefault,0.114394,0.170563,0.676,0.1,ema,-,-
2025-09-11T01:18:33.580879,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",SBLkConfigDefault,0.161492,0.237871,0.925,0.1,ema,-,-
