timestamp,round,key,value,old_prior,new_prior,reward,alpha,mode,exp_prior,sample_prior
2025-09-05T15:17:27.919841,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.500000,0.538943,0.889,0.1,ema,-,-
2025-09-05T15:18:38.816913,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.481258,0.524798,0.917,0.1,ema,-,-
2025-09-05T15:18:38.818285,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.502902,0.544277,0.917,0.1,ema,-,-
2025-09-05T15:18:38.818389,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.400000,0.451665,0.917,0.1,ema,-,-
2025-09-05T15:18:38.819638,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.477348,0.518556,0.889,0.1,ema,-,-
2025-09-05T15:18:38.819714,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.000000,0.088943,0.889,0.1,ema,-,-
2025-09-05T15:19:46.579994,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.501967,0.543474,0.917,0.1,ema,-,-
2025-09-05T15:19:46.580125,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.305623,0.366764,0.917,0.1,ema,-,-
2025-09-05T15:19:46.581663,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.478185,0.519309,0.889,0.1,ema,-,-
2025-09-05T15:19:46.581751,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.076972,0.158218,0.889,0.1,ema,-,-
2025-09-05T15:20:20.192657,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.501203,0.493773,0.427,0.1,ema,-,-
2025-09-05T15:20:20.192766,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTConnectkConfigDefault,0.114159,0.145433,0.427,0.1,ema,-,-
2025-09-05T15:20:20.194152,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.502531,0.541221,0.889,0.1,ema,-,-
2025-09-05T15:20:20.194232,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.141892,0.216646,0.889,0.1,ema,-,-
2025-09-05T15:20:20.194296,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.380952,0.431800,0.889,0.1,ema,-,-
2025-09-05T15:20:32.253257,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.521061,0.468955,0.000,0.1,ema,-,-
2025-09-05T15:20:32.253372,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.201577,0.181419,0.000,0.1,ema,-,-
2025-09-05T15:20:32.253421,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.317204,0.285484,0.000,0.1,ema,-,-
2025-09-05T15:21:29.815871,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.505267,0.553509,0.988,0.1,ema,-,-
2025-09-05T15:21:29.815970,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTkConfigDefault,0.070078,0.161839,0.988,0.1,ema,-,-
2025-09-05T15:22:37.802788,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.528035,0.567037,0.918,0.1,ema,-,-
2025-09-05T15:22:37.802881,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",ESTkConfigDefault,0.000000,0.091806,0.918,0.1,ema,-,-
2025-09-05T15:23:47.057026,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.545752,0.582729,0.916,0.1,ema,-,-
2025-09-05T15:23:47.057126,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",LBKPIECEkConfigDefault,0.000000,0.091552,0.916,0.1,ema,-,-
2025-09-05T15:24:56.268941,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.561950,0.597383,0.916,0.1,ema,-,-
2025-09-05T15:24:56.269039,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMkConfigDefault,0.000000,0.091629,0.916,0.1,ema,-,-
2025-09-05T15:26:06.034176,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.576940,0.610957,0.917,0.1,ema,-,-
2025-09-05T15:26:06.034334,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMstarkConfigDefault,0.000000,0.091711,0.917,0.1,ema,-,-
2025-09-05T15:27:14.888670,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.590858,0.623515,0.917,0.1,ema,-,-
2025-09-05T15:27:14.888815,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTstarkConfigDefault,0.000000,0.091743,0.917,0.1,ema,-,-
2025-09-05T15:28:15.313717,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.396203,0.399685,0.431,0.1,ema,-,-
2025-09-05T15:28:15.313808,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.109372,0.141537,0.431,0.1,ema,-,-
2025-09-05T15:28:15.313856,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.15;0.0;0.0;0.0;0.0,0.187198,0.211580,0.431,0.1,ema,-,-
2025-09-05T15:29:25.804685,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.601702,0.632964,0.914,0.1,ema,-,-
2025-09-05T15:29:25.804798,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",SBLkConfigDefault,0.000000,0.091432,0.914,0.1,ema,-,-
2025-09-05T15:30:36.622233,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.613776,0.644160,0.918,0.1,ema,-,-
2025-09-05T15:30:36.622424,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",TRRTkConfigDefault,0.000000,0.091762,0.918,0.1,ema,-,-
2025-09-05T15:30:36.623892,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.625165,0.654314,0.917,0.1,ema,-,-
2025-09-05T15:30:36.624056,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.152021,0.228484,0.917,0.1,ema,-,-
2025-09-05T15:30:36.625427,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.635782,0.663907,0.917,0.1,ema,-,-
2025-09-05T15:30:36.625523,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.131328,0.209899,0.917,0.1,ema,-,-
2025-09-05T15:30:36.626694,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.645745,0.672836,0.917,0.1,ema,-,-
2025-09-05T15:30:36.626785,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.196792,0.268778,0.917,0.1,ema,-,-
2025-09-05T15:30:36.626841,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.414267,0.464505,0.917,0.1,ema,-,-
2025-09-05T15:30:36.627912,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.655089,0.681284,0.917,0.1,ema,-,-
2025-09-05T15:30:36.628012,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.181540,0.255090,0.917,0.1,ema,-,-
2025-09-05T15:30:36.628091,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.442286,0.489761,0.917,0.1,ema,-,-
2025-09-05T15:31:39.370088,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.663893,0.688965,0.915,0.1,ema,-,-
2025-09-05T15:31:39.370228,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.233551,0.301657,0.915,0.1,ema,-,-
2025-09-05T15:31:39.370297,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.261630,0.326927,0.915,0.1,ema,-,-
2025-09-05T15:32:40.239331,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.672114,0.696837,0.919,0.1,ema,-,-
2025-09-05T15:32:40.239407,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.222463,0.292151,0.919,0.1,ema,-,-
2025-09-05T15:32:40.239433,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.306888,0.368133,0.919,0.1,ema,-,-
2025-09-05T15:33:49.940149,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.319975,0.379145,0.912,0.1,ema,-,-
2025-09-05T15:33:49.940300,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.075382,0.159011,0.912,0.1,ema,-,-
