timestamp,round,key,value,old_prior,new_prior,reward,alpha,mode,exp_prior,sample_prior
2025-09-07T18:07:19.192993,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.500000,0.544794,0.948,0.1,ema,-,-
2025-09-07T18:08:25.219077,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.478563,0.521700,0.910,0.1,ema,-,-
2025-09-07T18:08:25.220002,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.499874,0.544680,0.948,0.1,ema,-,-
2025-09-07T18:08:25.220045,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.083333,0.169794,0.948,0.1,ema,-,-
2025-09-07T18:08:25.221016,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.478678,0.521803,0.910,0.1,ema,-,-
2025-09-07T18:08:25.221057,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",BKPIECEkConfigDefault,0.076702,0.160024,0.910,0.1,ema,-,-
2025-09-07T18:08:25.221742,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.499769,0.544586,0.948,0.1,ema,-,-
2025-09-07T18:08:25.221764,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.144261,0.224629,0.948,0.1,ema,-,-
2025-09-07T18:09:23.253036,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.478774,0.473022,0.421,0.1,ema,-,-
2025-09-07T18:09:23.253128,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",ESTkConfigDefault,0.065535,0.101108,0.421,0.1,ema,-,-
2025-09-07T18:09:23.253921,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.524241,0.566611,0.948,0.1,ema,-,-
2025-09-07T18:09:23.253957,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.200777,0.275493,0.948,0.1,ema,-,-
2025-09-07T18:09:23.253983,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.115;0.0;0.0;0.0;0.0,0.166667,0.244794,0.948,0.1,ema,-,-
2025-09-07T18:10:20.690594,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.543580,0.580709,0.915,0.1,ema,-,-
2025-09-07T18:10:20.690687,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.256340,0.322194,0.915,0.1,ema,-,-
2025-09-07T18:10:20.690738,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.125;0.0;0.0;0.0;0.0,0.154589,0.230618,0.915,0.1,ema,-,-
2025-09-07T18:11:26.305730,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.559920,0.594799,0.909,0.1,ema,-,-
2025-09-07T18:11:26.305814,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.302287,0.362930,0.909,0.1,ema,-,-
2025-09-07T18:11:26.305838,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.12;0.0;0.0;0.0;0.0,0.143666,0.220171,0.909,0.1,ema,-,-
2025-09-07T18:28:29.447079,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.425248,0.382723,0.000,0.1,ema,-,-
2025-09-07T18:28:29.447170,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",KPIECEkConfigDefault,0.052088,0.046879,0.000,0.1,ema,-,-
2025-09-07T18:29:31.913007,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.600279,0.628844,0.886,0.1,ema,-,-
2025-09-07T18:29:31.913128,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.343971,0.398167,0.886,0.1,ema,-,-
2025-09-07T18:29:31.913189,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.133456,0.208704,0.886,0.1,ema,-,-
2025-09-07T18:30:40.025785,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.611380,0.642163,0.919,0.1,ema,-,-
2025-09-07T18:30:40.025896,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.377697,0.431848,0.919,0.1,ema,-,-
2025-09-07T18:30:40.025954,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.124117,0.203626,0.919,0.1,ema,-,-
2025-09-07T18:31:51.490881,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.622986,0.649334,0.886,0.1,ema,-,-
2025-09-07T18:31:51.491002,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.409665,0.457345,0.886,0.1,ema,-,-
2025-09-07T18:31:51.491069,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.15;0.0;0.0;0.0;0.0,0.114975,0.192124,0.886,0.1,ema,-,-
2025-09-07T18:31:51.492266,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.632664,0.664192,0.948,0.1,ema,-,-
2025-09-07T18:31:51.492344,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.436531,0.487672,0.948,0.1,ema,-,-
2025-09-07T18:31:51.492398,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.115;0.0;0.0;0.0;0.0,0.156776,0.235892,0.948,0.1,ema,-,-
2025-09-07T18:31:51.492446,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.125000,0.207294,0.948,0.1,ema,-,-
2025-09-07T18:31:51.493692,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.643891,0.671423,0.919,0.1,ema,-,-
2025-09-07T18:31:51.493764,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.463945,0.509472,0.919,0.1,ema,-,-
2025-09-07T18:31:51.493809,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.162279,0.237972,0.919,0.1,ema,-,-
2025-09-07T18:31:51.493852,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.191532,0.264300,0.919,0.1,ema,-,-
2025-09-07T18:31:51.495047,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.653433,0.679577,0.915,0.1,ema,-,-
2025-09-07T18:31:51.495124,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.487287,0.530046,0.915,0.1,ema,-,-
2025-09-07T18:31:51.495174,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.125;0.0;0.0;0.0;0.0,0.137178,0.214948,0.915,0.1,ema,-,-
2025-09-07T18:31:51.495233,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.246372,0.313222,0.915,0.1,ema,-,-
2025-09-07T18:31:51.496469,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.662263,0.686908,0.909,0.1,ema,-,-
2025-09-07T18:31:51.496560,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.508311,0.548352,0.909,0.1,ema,-,-
2025-09-07T18:31:51.496619,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.12;0.0;0.0;0.0;0.0,0.130753,0.208549,0.909,0.1,ema,-,-
2025-09-07T18:31:51.496665,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.293595,0.355107,0.909,0.1,ema,-,-
2025-09-07T18:31:51.497959,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.670386,0.691994,0.886,0.1,ema,-,-
2025-09-07T18:31:51.498063,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.527241,0.563163,0.886,0.1,ema,-,-
2025-09-07T18:31:51.498129,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.15;0.0;0.0;0.0;0.0,0.132278,0.207697,0.886,0.1,ema,-,-
2025-09-07T18:31:51.498177,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.334530,0.389723,0.886,0.1,ema,-,-
2025-09-07T18:31:51.499226,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.677358,0.698215,0.886,0.1,ema,-,-
2025-09-07T18:31:51.499281,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.543635,0.577864,0.886,0.1,ema,-,-
2025-09-07T18:31:51.499324,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.115113,0.192195,0.886,0.1,ema,-,-
2025-09-07T18:31:51.499362,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_1_s,0.0,0.1,0.1,1.0",0.369338,0.420998,0.886,0.1,ema,-,-
2025-09-07T18:32:58.992355,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.683950,0.706614,0.911,0.1,ema,-,-
2025-09-07T18:32:58.992480,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.558739,0.593924,0.911,0.1,ema,-,-
2025-09-07T18:32:58.992540,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.115;0.0;0.0;0.0;0.0,0.151032,0.226988,0.911,0.1,ema,-,-
2025-09-07T18:32:58.992589,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.085669,0.168162,0.911,0.1,ema,-,-
2025-09-07T18:34:11.780945,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.690954,0.713924,0.921,0.1,ema,-,-
2025-09-07T18:34:11.781050,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.573737,0.608428,0.921,0.1,ema,-,-
2025-09-07T18:34:11.781088,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.14;0.0;0.0;0.0;0.0,0.152811,0.229595,0.921,0.1,ema,-,-
2025-09-07T18:34:11.781115,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.155347,0.231877,0.921,0.1,ema,-,-
2025-09-07T18:35:15.557433,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.697894,0.719511,0.914,0.1,ema,-,-
2025-09-07T18:35:15.557570,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.588029,0.620633,0.914,0.1,ema,-,-
2025-09-07T18:35:15.557657,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.125;0.0;0.0;0.0;0.0,0.137886,0.215504,0.914,0.1,ema,-,-
2025-09-07T18:35:15.557724,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.215393,0.285260,0.914,0.1,ema,-,-
2025-09-07T18:36:30.348018,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.704286,0.724652,0.908,0.1,ema,-,-
2025-09-07T18:36:30.348104,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.601037,0.631728,0.908,0.1,ema,-,-
2025-09-07T18:36:30.348132,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.12;0.0;0.0;0.0;0.0,0.133800,0.211215,0.908,0.1,ema,-,-
2025-09-07T18:36:30.348151,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.266631,0.330763,0.908,0.1,ema,-,-
2025-09-07T18:37:46.766553,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.289811,0.351739,0.909,0.1,ema,-,-
2025-09-07T18:37:46.766673,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",LBKPIECEkConfigDefault,0.030895,0.118714,0.909,0.1,ema,-,-
2025-09-07T18:39:00.610595,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.331227,0.389097,0.910,0.1,ema,-,-
2025-09-07T18:39:00.610685,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMkConfigDefault,0.028401,0.116553,0.910,0.1,ema,-,-
2025-09-07T18:40:16.883948,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.367812,0.421868,0.908,0.1,ema,-,-
2025-09-07T18:40:16.884080,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PRMstarkConfigDefault,0.026100,0.114328,0.908,0.1,ema,-,-
2025-09-07T18:41:21.860400,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.599767,0.582826,0.430,0.1,ema,-,-
2025-09-07T18:41:21.860491,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.475812,0.471267,0.430,0.1,ema,-,-
2025-09-07T18:41:21.860528,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.15;0.0;0.0;0.0;0.0,0.133301,0.163007,0.430,0.1,ema,-,-
2025-09-07T18:41:21.860555,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.310829,0.322782,0.430,0.1,ema,-,-
2025-09-07T18:42:40.581762,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.407130,0.457644,0.912,0.1,ema,-,-
2025-09-07T18:42:40.581897,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTConnectkConfigDefault,0.024093,0.112911,0.912,0.1,ema,-,-
2025-09-07T18:44:00.220131,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.435638,0.483088,0.910,0.1,ema,-,-
2025-09-07T18:44:00.220294,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTkConfigDefault,0.022128,0.110929,0.910,0.1,ema,-,-
2025-09-07T19:39:16.383534,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",ompl,0.461204,0.415084,0.000,0.1,ema,-,-
2025-09-07T19:39:16.383645,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",RRTstarkConfigDefault,0.020323,0.018291,0.000,0.1,ema,-,-
2025-09-07T19:40:17.562600,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.564847,0.596788,0.884,0.1,ema,-,-
2025-09-07T19:40:17.562747,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.400152,0.448562,0.884,0.1,ema,-,-
2025-09-07T19:40:17.562813,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.13;0.0;0.0;0.0;0.0,0.128827,0.204370,0.884,0.1,ema,-,-
2025-09-07T19:40:17.562866,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_3_s,0.0,0.1,0.1,1.0",0.318970,0.375498,0.884,0.1,ema,-,-
2025-09-07T19:41:23.227007,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.578316,0.611063,0.906,0.1,ema,-,-
2025-09-07T19:41:23.227121,1,"('ComputePathToState#1', 'ComputePathToState', 'planner_id')",PTP,0.427850,0.475644,0.906,0.1,ema,-,-
2025-09-07T19:41:23.227180,1,"('UpdatePose#1', 'UpdatePose', 'update_relative_pose')",0.0;0.0;0.115;0.0;0.0;0.0;0.0,0.152367,0.227709,0.906,0.1,ema,-,-
2025-09-07T19:41:23.227245,1,"('SetPathConstraints#1', 'SetPathConstraints', 'joint_constraints')","joint_5_s,0.0,0.1,0.1,1.0",0.060396,0.144935,0.906,0.1,ema,-,-
2025-09-07T19:42:32.725591,1,"('ComputePathToState#1', 'ComputePathToState', 'planning_pipeline')",pilz_industrial_motion_planner,0.591687,0.624497,0.920,0.1,ema,-,-
